"Code CCAM de l’acte, Code de la consultation et éventuellement de la majoration","ccam","label","chapterCode","chapterLabel","parentCode","parentLabel","topographie","topographieLabel","action","actionLabel","modeAcces","modeAccesLabel","code","Famille d’acte","familleLabel"
"NCPA0020","NCPA002","ostéotomie de la tubérosité du tibia [tubérosité tibiale antérieure] ou mobilisation du ligament patellaire [tendon rotulien] avec capsulo-myo-ténoplastie pour recentrage de la patelle, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.04.03","ostéotomie des os de la jambe","NC","os de la jambe","P","couper/libérer/séparer","A","abord ouvert","002","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NCPA0140","NCPA014","ostéotomie complexe de l'extrémité proximale du tibia","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.04.03","ostéotomie des os de la jambe","NC","os de la jambe","P","couper/libérer/séparer","A","abord ouvert","014","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NCPA0150","NCPA015","ostéotomie simple de l'extrémité proximale du tibia","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.04.03","ostéotomie des os de la jambe","NC","os de la jambe","P","couper/libérer/séparer","A","abord ouvert","015","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NCQK0010","NCQK001","radiographie de la jambe","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NC","os de la jambe","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","176","radiographie osseuse et articulaire du membre inférieur"
"NDEP0010","NDEP001","réduction orthopédique de fracture et/ou de luxation de l'avant-pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.01","réduction orthopédique de fracture de l'avant-pied","ND","os du pied","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","001","217","traitement orthopédique de fracture ou de luxation de membre inférieur"
"NDGA0030","NDGA003","ablation de matériel d'ostéosynthèse du pied, à foyer ouvert","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.07.03","autres actes thérapeutiques sur les os du pied","ND","os du pied","G","enlever/évider/extraire","A","abord ouvert","003","5","ablation de matériel d’ostéosynthèse (broche, plaque, vis) sur un os de membre"
"NDPA0020","NDPA002","ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil et ostéotomie d'un métatarsien latéral","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","002","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0030","NDPA003","ostéotomie du calcanéus ou du talus","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.05.02","ostéotomie du tarse","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","003","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0040","NDPA004","ostéotomie d'un métatarsien latéral ou d'une phalange d'orteil, sur un rayon du pied","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","004","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0080","NDPA008","ostéotomie du premier métatarsien, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","008","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0090","NDPA009","ostéotomie de la phalange proximale et libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","009","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0110","NDPA011","ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","011","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0130","NDPA013","ostéotomie du métatarsien et de la phalange proximale du premier rayon du pied, avec libération mobilisatrice de l'articulation métatarsophalangienne du premier orteil et ostéotomie de plusieurs métatarsiens latéraux","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","013","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDPA0140","NDPA014","ostéotomie d'un métatarsien latéral, avec libération de l'articulation métatarsophalangienne","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.02.06.03","ostéotomie de l'avant-pied","ND","os du pied","P","couper/libérer/séparer","A","abord ouvert","014","79","chirurgie osseuse du membre inférieur (hors fracture - luxation)"
"NDQK0010","NDQK001","radiographie unilatérale du pied selon 1 à 3 incidences","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","ND","os du pied","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","176","radiographie osseuse et articulaire du membre inférieur"
"NDQK0020","NDQK002","radiographie bilatérale du pied selon 1 à 3 incidences par côté","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","ND","os du pied","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","176","radiographie osseuse et articulaire du membre inférieur"
"NDQK0030","NDQK003","radiographie du pied selon 4 incidences ou plus","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","ND","os du pied","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","003","176","radiographie osseuse et articulaire du membre inférieur"
"NDQK0040","NDQK004","radiographie du pied selon 4 incidences ou plus, pour étude podométrique","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","ND","os du pied","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","004","176","radiographie osseuse et articulaire du membre inférieur"
"NEEP0020","NEEP002","réduction orthopédique d'une luxation de prothèse de l'articulation coxofémorale","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.02","réduction orthopédique de luxation coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","002","217","traitement orthopédique de fracture ou de luxation de membre inférieur"
"NEFA0040","NEFA004","synovectomie coxofémorale, par arthrotomie par un abord","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.11","synovectomie de l'articulation coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","F","exciser","A","abord ouvert","004","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEGA0020","NEGA002","ablation d'une prothèse totale de hanche","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.07","ablation, changement et repose de prothèse coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","G","enlever/évider/extraire","A","abord ouvert","002","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0020","NEKA002","changement de la pièce acétabulaire ou fémorale d'une prothèse totale de hanche, avec reconstruction osseuse de l'acétabulum ou du fémur","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.07","ablation, changement et repose de prothèse coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","002","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0030","NEKA003","changement des pièces acétabulaire et fémorale d'une prothèse totale de hanche, sans reconstruction osseuse","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.07","ablation, changement et repose de prothèse coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","003","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0060","NEKA006","changement des pièces acétabulaire et fémorale d'une prothèse totale de hanche, avec reconstruction et ostéosynthèse de l'acétabulum et/ou du fémur","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.07","ablation, changement et repose de prothèse coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","006","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0080","NEKA008","changement des pièces acétabulaire et fémorale d'une prothèse totale de hanche, avec reconstruction ou ostéosynthèse de l'acétabulum ou du fémur","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.07","ablation, changement et repose de prothèse coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","008","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0090","NEKA009","changement de la pièce acétabulaire ou fémorale d'une prothèse totale de hanche, sans reconstruction osseuse","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.07","ablation, changement et repose de prothèse coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","009","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0110","NEKA011","remplacement de l'articulation coxofémorale par prothèse fémorale cervicocéphalique et cupule mobile","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","011","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0120","NEKA012","remplacement de l'articulation coxofémorale par prothèse totale, avec reconstruction acétabulaire ou fémorale par greffe","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","012","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0140","NEKA014","remplacement de l'articulation coxofémorale par prothèse totale, avec renfort métallique acétabulaire","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","014","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0150","NEKA015","remplacement de l'articulation coxofémorale par prothèse totale après ostéosynthèse, ostéotomie ou prothèse cervicocéphalique du fémur","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","015","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0180","NEKA018","remplacement de l'articulation coxofémorale par prothèse fémorale cervicocéphalique","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","018","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0200","NEKA020","remplacement de l'articulation coxofémorale par prothèse totale","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","020","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEKA0210","NEKA021","remplacement de l'articulation coxofémorale par prothèse totale, avec abaissement de la tête du fémur dans le paléoacétabulum [paléocotyle] et ostéotomie de réaxation ou d'alignement du fémur","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","K","changer/remplacer","A","abord ouvert","021","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEMA0200","NEMA020","acétabuloplastie avec ostéotomie du fémur","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.06","arthroplastie coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","020","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEPA0010","NEPA001","libération mobilisatrice de l'articulation coxofémorale, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.02.10","libération mobilisatrice de l'articulation [Arthrolyse] coxofémorale","NE","articulations de la ceinture pelvienne, articulation coxofémorale","P","couper/libérer/séparer","A","abord ouvert","001","37","chirurgie de l’articulation de la hanche (hors fracture - luxation)"
"NEQH0020","NEQH002","arthrographie de la hanche","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NE","articulations de la ceinture pelvienne, articulation coxofémorale","Q","guider/enregistrer/examiner/mesurer","H","acte par rayons x, avec accès autre qu’abord ouvert","002","176","radiographie osseuse et articulaire du membre inférieur"
"NEQK0100","NEQK010","radiographie de l'articulation coxofémorale selon 1 ou 2 incidence","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NE","articulations de la ceinture pelvienne, articulation coxofémorale","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","010","176","radiographie osseuse et articulaire du membre inférieur"
"NEQK0120","NEQK012","radiographie de l'articulation coxofémorale selon 4 incidences ou plus","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NE","articulations de la ceinture pelvienne, articulation coxofémorale","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","012","176","radiographie osseuse et articulaire du membre inférieur"
"NEQK0350","NEQK035","radiographie de l'articulation coxofémorale selon 3 incidences","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NE","articulations de la ceinture pelvienne, articulation coxofémorale","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","035","176","radiographie osseuse et articulaire du membre inférieur"
"NEQM0010","NEQM001","échographie unilatérale ou bilatérale de la hanche du nouveau-né","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.01","échographie du membre inférieur","NE","articulations de la ceinture pelvienne, articulation coxofémorale","Q","guider/enregistrer/examiner/mesurer","M","acte par ultrasons, sans accès","001","96","échographie d’articulation, de muscle, de tendon ou de peau"
"NFCA0020","NFCA002","suture ou réinsertion de la capsule articulaire du genou, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","C","dévier/ouvrir/réunir","A","abord ouvert","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFCC0020","NFCC002","suture ou réinsertion du ligament croisé antérieur du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","C","dévier/ouvrir/réunir","C","accès endoscopique transpariétal","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFEC0020","NFEC002","réinsertion ou suture d'un ménisque du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.12","méniscectomie du genou","NF","articulation du genou","E","déplacer/replacer","C","accès endoscopique transpariétal","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFEP0010","NFEP001","réduction orthopédique d'une luxation de la patelle","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.03","réduction orthopédique de luxation du genou","NF","articulation du genou","E","déplacer/replacer","P","acte par autre moyen, sans accès, ou non précisé","001","217","traitement orthopédique de fracture ou de luxation de membre inférieur"
"NFFA0040","NFFA004","synovectomie antérieure du genou, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.10","synovectomie de l'articulation du genou","NF","articulation du genou","F","exciser","A","abord ouvert","004","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFFC0020","NFFC002","synovectomie antérieure du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.10","synovectomie de l'articulation du genou","NF","articulation du genou","F","exciser","C","accès endoscopique transpariétal","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFFC0030","NFFC003","méniscectomies latérale et médiale du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.12","méniscectomie du genou","NF","articulation du genou","F","exciser","C","accès endoscopique transpariétal","003","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFFC0040","NFFC004","méniscectomie latérale ou médiale du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.12","méniscectomie du genou","NF","articulation du genou","F","exciser","C","accès endoscopique transpariétal","004","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFJA0010","NFJA001","nettoyage de l'articulation du genou, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.04","nettoyage articulaire [Debridement] du genou","NF","articulation du genou","J","drainer/évacuer/nettoyer","A","abord ouvert","001","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFJA0020","NFJA002","évacuation de collection de l'articulation du genou, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.02","évacuation de collection de l'articulation du genou","NF","articulation du genou","J","drainer/évacuer/nettoyer","A","abord ouvert","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFJC0010","NFJC001","nettoyage de l'articulation du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.04","nettoyage articulaire [Debridement] du genou","NF","articulation du genou","J","drainer/évacuer/nettoyer","C","accès endoscopique transpariétal","001","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFJC0020","NFJC002","évacuation de collection de l'articulation du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.02","évacuation de collection de l'articulation du genou","NF","articulation du genou","J","drainer/évacuer/nettoyer","C","accès endoscopique transpariétal","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFKA0010","NFKA001","changement d'une prothèse tricompartimentaire du genou, sans reconstruction osseuse","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.07","ablation, changement et repose de prothèse du genou","NF","articulation du genou","K","changer/remplacer","A","abord ouvert","001","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFKA0020","NFKA002","changement d'une prothèse tricompartimentaire du genou, avec reconstruction osseuse","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.07","ablation, changement et repose de prothèse du genou","NF","articulation du genou","K","changer/remplacer","A","abord ouvert","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFKA0050","NFKA005","changement d'une prothèse unicompartimentaire du genou pour une prothèse tricompartimentaire","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.07","ablation, changement et repose de prothèse du genou","NF","articulation du genou","K","changer/remplacer","A","abord ouvert","005","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFKA0060","NFKA006","remplacement de l'articulation du genou par prothèse unicompartimentaire fémorotibiale ou fémoropatellaire","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.06","arthroplastie du genou","NF","articulation du genou","K","changer/remplacer","A","abord ouvert","006","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFKA0070","NFKA007","remplacement de l'articulation du genou par prothèse tricompartimentaire sur une déformation inférieure ou égale à 10° dans le plan frontal","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.06","arthroplastie du genou","NF","articulation du genou","K","changer/remplacer","A","abord ouvert","007","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFKA0080","NFKA008","remplacement de l'articulation du genou par prothèse tricompartimentaire sur une déformation supérieure à 10° dans le plan frontal","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.06","arthroplastie du genou","NF","articulation du genou","K","changer/remplacer","A","abord ouvert","008","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFMA0020","NFMA002","plastie ligamentaire extraarticulaire latérale du genou avec le fascia lata, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFMA0040","NFMA004","reconstruction du ligament croisé antérieur du genou par autogreffe, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","004","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFMA0050","NFMA005","capsulo-myo-ténoplastie du genou pour recentrage de la patelle, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","A","abord ouvert","005","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFMC0010","NFMC001","reconstruction des ligaments croisés du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","C","accès endoscopique transpariétal","001","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFMC0030","NFMC003","reconstruction du ligament croisé antérieur du genou par autogreffe, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","C","accès endoscopique transpariétal","003","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFMP0010","NFMP001","confection d'une contention souple du genou","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.05.01","confection d'appareillage du membre inférieur","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","P","acte par autre moyen, sans accès, ou non précisé","001","8","actes médicaux de confection de plâtre (en dehors des fractures), de contention souple et d’attelle de posture, de membre"
"NFMP0020","NFMP002","confection d'une attelle de posture ou de mobilisation du genou","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.05.01","confection d'appareillage du membre inférieur","NF","articulation du genou","M","fabriquer/préparer/régler/réparer/réviser","P","acte par autre moyen, sans accès, ou non précisé","002","8","actes médicaux de confection de plâtre (en dehors des fractures), de contention souple et d’attelle de posture, de membre"
"NFPA0010","NFPA001","libération mobilisatrice de l'articulation du genou, par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.09","libération mobilisatrice de l'articulation [Arthrolyse] du genou","NF","articulation du genou","P","couper/libérer/séparer","A","abord ouvert","001","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFPA0020","NFPA002","section du rétinaculum patellaire latéral [aileron rotulien externe], par arthrotomie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","P","couper/libérer/séparer","A","abord ouvert","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFPC0010","NFPC001","section du rétinaculum patellaire latéral [aileron rotulien externe], par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.11","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation du genou","NF","articulation du genou","P","couper/libérer/séparer","C","accès endoscopique transpariétal","001","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFPC0020","NFPC002","libération mobilisatrice de l'articulation du genou, par arthroscopie","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.03.09","libération mobilisatrice de l'articulation [Arthrolyse] du genou","NF","articulation du genou","P","couper/libérer/séparer","C","accès endoscopique transpariétal","002","38","chirurgie de l’articulation du genou (hors fracture - luxation)"
"NFQH0010","NFQH001","arthrographie du genou","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NF","articulation du genou","Q","guider/enregistrer/examiner/mesurer","H","acte par rayons x, avec accès autre qu’abord ouvert","001","176","radiographie osseuse et articulaire du membre inférieur"
"NFQK0010","NFQK001","radiographie unilatérale du genou selon 1 ou 2 incidences","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NF","articulation du genou","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","001","176","radiographie osseuse et articulaire du membre inférieur"
"NFQK0020","NFQK002","radiographie bilatérale du genou selon 1 ou 2 incidences par côté","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NF","articulation du genou","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","002","176","radiographie osseuse et articulaire du membre inférieur"
"NFQK0030","NFQK003","radiographie du genou selon 3 ou 4 incidences","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NF","articulation du genou","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","003","176","radiographie osseuse et articulaire du membre inférieur"
"NFQK0040","NFQK004","radiographie du genou selon 5 incidences ou plus","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.01.02","radiographie du membre inférieur","NF","articulation du genou","Q","guider/enregistrer/examiner/mesurer","K","acte par rayons x, sans accès","004","176","radiographie osseuse et articulaire du membre inférieur"
"NGCA0010","NGCA001","suture ou reconstruction de l'appareil capsuloligamentaire de l'articulation tibiotalienne et/ou de l'articulation talocalcanéenne, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.04.12","actes thérapeutiques sur l'appareil capsuloligamentaire de l'articulation de la cheville","NG","articulations de la cheville","C","dévier/ouvrir/réunir","A","abord ouvert","001","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NGFA0020","NGFA002","exérèse d'un kyste synovial ou d'une bourse séreuse de la cheville ou du pied, par abord direct","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.04.03.06","exérèse de kyste synovial et de bourse séreuse à la jambe et au pied","NG","articulations de la cheville","F","exciser","A","abord ouvert","002","65","chirurgie des tendons, des muscles ou des parties molles du membre inférieur"
"NGKA0010","NGKA001","remplacement de l'articulation tibiotalienne par prothèse","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.03.04.07","arthroplastie de la cheville","NG","articulations de la cheville","K","changer/remplacer","A","abord ouvert","001","49","chirurgie des articulations de la cheville et du pied (hors fracture - luxation)"
"NGMP0010","NGMP001","confection d'une contention souple de la cheville et/ou du pied, ou confection d'une semelle plâtrée","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.05.01","confection d'appareillage du membre inférieur","NG","articulations de la cheville","M","fabriquer/préparer/régler/réparer/réviser","P","acte par autre moyen, sans accès, ou non précisé","001","8","actes médicaux de confection de plâtre (en dehors des fractures), de contention souple et d’attelle de posture, de membre"
"NGMP0020","NGMP002","confection d'une attelle de posture ou de mobilisation de la cheville","14","appareil ostéoarticulaire et musculaire du membre inférieur","14.05.01","confection d'appareillage du membre inférieur","NG","articulations de la cheville","M","fabriquer/préparer/régler/réparer/réviser","P","acte par autre moyen, sans accès, ou non précisé","002","8","actes médicaux de confection de plâtre (en dehors des fractures), de contention souple et d’attelle de posture, de membre"
