code,label
DDPF002,"Recanalisation d'artère coronaire avec pose d'endoprothèse, par voie artérielle transcutanée"
DENF014,"Destruction d'un foyer arythmogène atrial avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
DENF015,"Destruction d'un foyer ou interruption d'un circuit arythmogène ventriculaire avec courant de radiofréquence, par voie vasculaire transcutanée"
DENF017,"Destruction d'un foyer arythmogène atrial avec courant de radiofréquence, par voie veineuse transcutanée"
DENF018,"Destruction de plusieurs foyers arythmogènes atriaux avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
DENF021,"Destruction de plusieurs foyers arythmogènes atriaux avec courant de radiofréquence, par voie veineuse transcutanée"
DENF035,"Destruction de plusieurs foyers et/ou interruption de plusieurs circuits arythmogènes ventriculaires avec courant de radiofréquence, par voie vasculaire transcutanée"
DEPF004,"Interruption complète de plusieurs voies accessoires de conduction cardiaque avec courant de radiofréquence, par voie vasculaire transcutanée"
DEPF005,"Interruption complète d'une voie accessoire de conduction cardiaque avec courant de radiofréquence, par voie vasculaire transcutanée"
DEPF006,"Interruption complète du tissu nodal de la jonction atrioventriculaire avec courant de radiofréquence, par voie veineuse transcutanée"
DEPF010,"Interruption de la voie lente ou de la voie rapide de la jonction atrioventriculaire avec courant de radiofréquence ou cryothérapie, par voie veineuse transcutanée"
DEPF012,"Interruption complète de circuit arythmogène au niveau de l'isthme cavotricuspidien avec courant de radiofréquence ou cryothérapie, par voie veineuse transcutanée"
DEPF014,"Interruption complète de circuit arythmogène en dehors de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée et voie transseptale"
DEPF025,"Interruption complète de circuit arythmogène en dehors de l'isthme cavotricuspidien avec courant de radiofréquence, par voie veineuse transcutanée"
DEPF033,"Interruption complète de circuit arythmogène au niveau de l'ostium des veines pulmonaires avec courant de radiofréquence ou cryothérapie, par voie veineuse transcutanée et voie transseptale"
YYYY062,Participation d'un 2ème chirurgien au cours d'un acte de chirurgie cardiaque
DBLA004,"Pose d'une bioprothèse de la valve aortique, par abord de l'apex du coeur par thoracotomie sans CEC"
DBLF001,"Pose d'une bioprothèse de la valve aortique, par voie artérielle transcutanée"
AGMP001,Préparation à une irradiation externe du névraxe [irradiation craniospinale]
ZANL001,"Irradiation externe intracrânienne en conditions stéréotaxiques avec cadre effractif, en dose unique"
ZZMK024,"Préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité"
ZZMK025,"Reprise de préparation à une irradiation externe avec repérage par scanographe, dosimétrie tridimensionnelle avec HDV, simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle, et paramétrage d'un collimateur multilame pour modulation d'intensité"
ZZMK026,"Préparation à une irradiation externe avec repérage par simulateur-scanographe, dosimétrie bidimensionnelle et simulation à l'aide d'un simulateur-scanographe"
ZZMK027,"Reprise de préparation à une irradiation externe, dosimétrie bidimensionnelle, simulation à l'aide d'un simulateur, d'un simulateur-scanographe ou d'un scanographe à fonction simulateur intégrée et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame"
ZZMK028,"Préparation à une irradiation externe avec repérage par simulateur-scanographe, dosimétrie bidimensionnelle, simulation à l'aide d'un simulateur-scanographe et fabrication de cache personnalisé focalisé et/ou paramétrage d'un collimateur multilame"
ZZML001,Contrôle du centrage des champs d'irradiation externe [Contrôle balistique] par imagerie portale
ZZML002,Contrôle de la dose d'irradiation externe reçue [Dosimétrie in vivo]
ZZML003,Contrôle du centrage des champs d'irradiation externe [Contrôle balistique] au cours d'une irradiation externe guidée par imagerie [IGRT]
ZZMP013,"Préparation à une irradiation externe en conditions stéréotaxiques avec synchronisation avec la respiration avec dosimétrie tridimensionnelle avec HDV après repérage par fusion numérique multimodale et simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle"
ZZMP015,Confection d'un système de contention personnalisé [individualisé] pour radiothérapie externe
ZZMP016,"Préparation à une irradiation externe en conditions stéréotaxiques sans synchronisation avec la respiration avec dosimétrie tridimensionnelle avec HDV après repérage par fusion numérique multimodale et simulation virtuelle utilisant la fonction ""vue de la source"" [beam's eye view] [BEV] et la restitution tridimensionnelle"
ZZMP017,Enregistrement numérisé et vérification des paramètres d'un traitement par irradiation externe [Système record and verify]
ZZMP018,Préparation à une radiothérapie de contact intracavitaire
ZZNL048,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un collimateur multilame"
ZZNL049,"Irradiation externe en conditions stéréotaxiques par machine produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration, en dose unique"
ZZNL050,"Séance d'irradiation externe par accélérateur linéaire avec modulation d'intensité, sans contrôle de la position de la cible"
ZZNL051,Séance d'irradiation externe par machine dédiée produisant des photons avec modulation d'intensité et contrôle de la position de la cible par imagerie [IGRT]
ZZNL052,"Séance d'irradiation externe en conditions stéréotaxiques par machine produisant des photons avec guidage par imagerie, avec synchronisation avec la respiration"
ZZNL053,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], sans système de contrôle du positionnement"
ZZNL054,"Séance d'irradiation externe par accélérateur linéaire avec modulation d'intensité, avec contrôle de la position de la cible"
ZZNL055,"Irradiation externe en conditions stéréotaxiques par machine dédiée produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration, en dose unique"
ZZNL058,"Séance d'irradiation externe en conditions stéréotaxiques par machine produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration"
ZZNL059,"Séance d'irradiation externe en conditions stéréotaxiques par machine dédiée produisant des photons avec guidage par imagerie, sans synchronisation avec la respiration"
ZZNL060,"Séance d'irradiation externe en conditions stéréotaxiques par machine dédiée produisant des photons avec guidage par imagerie, avec synchronisation avec la respiration"
ZZNL061,Séance d'irradiation externe par machine de puissance inférieure à 5 mégavolts [MV]
ZZNL062,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un système de repositionnement"
ZZNL063,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un système de repositionnement guidé par imagerie [IGRT]"
ZZNL064,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'imagerie portale"
ZZNL065,"Séance d'irradiation externe par accélérateur linéaire de puissance égale ou supérieure à 5 mégavolts [MV], équipé d'un collimateur multilame et d'imagerie portale"
ZZNL066,Séance d'irradiation de contact endocavitaire
GDQP001,Examen anatomopathologique d'une pièce de laryngectomie ou de pharyngolaryngectomie
GEQP001,"Examen cytopathologique de produit différencié de lavage bronchioloalvéolaire bilatéral, avec coloration spéciale"
GEQP002,"Examen cytopathologique de produit de lavage bronchioloalvéolaire unilatéral, avec une coloration spéciale"
GFQP002,Examen anatomopathologique d'une pièce de pneumonectomie ou de pièces de lobectomies pulmonaires multiples
JDQP002,Examen anatomopathologique de fragment de résection endoscopique de la vessie
JGQP001,Examen anatomopathologique de fragment de résection endoscopique de la prostate
JKQP001,Examen cytopathologique de prélèvement [frottis] du col de l'utérus
JKQP002,Examen anatomopathologique d'une pièce de conisation du col de l'utérus ou de mastectomie partielle
JKQP008,Examen cytopathologique en phase liquide [technique monocouche] de prélèvement [frottis] du col de l'utérus
JQQP002,Autopsie médicale de 2 foetus
JQQP003,"Autopsie médicale d'un foetus ou d'un nouveau-né de moins de 4 jours de vie, avec examen de l'encéphale"
JQQP004,Autopsie médicale de 3 foetus ou plus
JQQP005,"Autopsie médicale d'un foetus ou d'un nouveau-né de moins de 4 jours de vie, sans examen de l'encéphale"
YYYY040,Supplément pour diagnostic histopathologique portant sur des lésions tumorales
YYYY042,Supplément pour diagnostic histopathologique portant sur des lésions malignes tumorales
YYYY060,"Examen immunocytochimique de l'étalement d'un produit de ponction ou d'un produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique"
ZZQP101,Examen anatomopathologique de prélèvement biopsique de muqueuse d'une structure anatomique
ZZQP102,Examen anatomopathologique de prélèvements biopsiques étagés de muqueuse de 4 structures anatomiques ou plus
ZZQP103,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 2 structures anatomiques, avec prélèvement non différencié sur chaque structure"
ZZQP104,"Examen anatomopathologique extemporané de 5 prélèvements différenciés de structure anatomique ou plus, sur le lieu du prélèvement [au bloc opératoire]"
ZZQP107,"Examen cytopathologique de l'étalement de produit de brossage, de grattage ou d'écouvillonnage de la peau ou de muqueuse"
ZZQP108,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec inclusion en paraffine et examen immunocytochimique"
ZZQP109,Examen anatomopathologique d'une pièce d'expulsion
ZZQP110,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 3 structures anatomiques, avec prélèvement non différencié sur chaque structure"
ZZQP111,"Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire, avec examen des marges ou de recoupe"
ZZQP112,"Examen anatomopathologique de prélèvement tissulaire congelé, avec examen immunohistochimique avec 5 anticorps ou plus"
ZZQP114,"Examen immunohistochimique de prélèvement tissulaire fixé avec 5 anticorps ou plus, sans quantification du signal"
ZZQP116,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec inclusion en paraffine"
ZZQP117,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 4 structures anatomiques ou plus, avec prélèvement non différencié sur chaque structure"
ZZQP118,"Examen anatomopathologique extemporané de 2 à 4 prélèvements différenciés de structure anatomique, sur le lieu du prélèvement [au bloc opératoire]"
ZZQP119,"Examen anatomopathologique extemporané d'un prélèvement de structure anatomique, sur le lieu du prélèvement [au bloc opératoire]"
ZZQP120,"Examen cytopathologique de l'étalement de produit de ponction d'une structure anatomique, sur plusieurs cibles"
ZZQP121,Examen anatomopathologique de prélèvement biopsique de muqueuse avec cartographie
ZZQP122,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de plusieurs structures anatomiques, avec prélèvements différenciés sur chaque structure"
ZZQP123,"Examen anatomopathologique de fragment de résection endoscopique ou de curetage de structure anatomique, non différencié par le préleveur"
ZZQP124,Examen anatomopathologique de prélèvements biopsiques étagés de muqueuse de 3 structures anatomiques
ZZQP127,"Examen anatomopathologique de pièce d'exérèse d'une structure anatomique en plusieurs fragments différenciés par le préleveur, sans examen des marges ou de recoupe"
ZZQP128,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec prélèvement non différencié"
ZZQP129,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit de ponction d'une structure anatomique, sur plusieurs cibles"
ZZQP132,Examen anatomopathologique de prélèvement biopsique de 3 structures anatomiques ou plus
ZZQP133,"Examen cytopathologique de l'étalement de produit de ponction de 4 structures anatomiques ou plus, sur une cible pour chaque structure"
ZZQP134,"Examen cytopathologique de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec prélèvements différenciés"
ZZQP136,"Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire, sans examen des marges ou de recoupe"
ZZQP139,"Examen cytopathologique de l'étalement de produit de ponction de 2 structures anatomiques, sur une cible pour chaque structure"
ZZQP140,"Examen immunohistochimique de prélèvement tissulaire fixé avec 1 à 4 anticorps, sans quantification du signal"
ZZQP141,"Examen cytopathologique de l'étalement de produit de ponction de 3 structures anatomiques, sur une cible pour chaque structure"
ZZQP142,"Examen cytopathologique de l'étalement de produit de ponction de plusieurs structures anatomiques, sur plusieurs cibles pour chaque structure"
ZZQP143,"Examen cytopathologique de l'étalement de produit de ponction d'une structure anatomique, avec inclusion en paraffine"
ZZQP144,Examen anatomopathologique de prélèvement biopsique de muqueuse de 4 structures anatomiques
ZZQP145,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 2 structures anatomiques, avec prélèvement non différencié sur chaque structure"
ZZQP146,"Examen anatomopathologique extemporané de 5 prélèvements différenciés de structure anatomique ou plus, hors du lieu du prélèvement"
ZZQP147,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 3 structures anatomiques, avec prélèvement non différencié sur chaque structure"
ZZQP148,Examen anatomopathologique de prélèvements biopsiques étagés d'une structure anatomique
ZZQP149,"Examen anatomopathologique extemporané d'un prélèvement de structure anatomique, hors du lieu du prélèvement"
ZZQP150,"Examen anatomopathologique de prélèvement tissulaire congelé, avec examen immunohistochimique avec 1 à 4 anticorps"
ZZQP151,"Examen cytopathologique de l'étalement de produit de ponction d'une structure anatomique, sur une cible"
ZZQP152,"Examen cytopathologique de l'étalement de produit de ponction d'une structure anatomique, avec inclusion en paraffine et examen immunocytochimique"
ZZQP153,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec prélèvement non différencié"
ZZQP154,"Examen anatomopathologique de pièce d'exérèse d'une structure anatomique en plusieurs fragments différenciés par le préleveur, avec examen des marges ou de recoupe"
ZZQP155,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de 4 structures anatomiques ou plus, avec prélèvement non différencié sur chaque structure"
ZZQP156,Examen anatomopathologique de prélèvements biopsiques étagés de muqueuse d'une structure anatomique
ZZQP157,Examen anatomopathologique de prélèvement biopsique de muqueuse de 3 structures anatomiques
ZZQP158,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit de ponction de 3 structures anatomiques, sur une cible pour chaque structure"
ZZQP159,"Examen anatomopathologique de fragments de résection endoscopique ou de curetage d'une structure anatomique, différenciés par le préleveur"
ZZQP161,Examen anatomopathologique de prélèvements biopsiques étagés de plusieurs structures anatomiques
ZZQP162,Examen anatomopathologique de prélèvement biopsique d'une structure anatomique
ZZQP163,Examen anatomopathologique de prélèvement biopsique de 2 structures anatomiques
ZZQP164,"Examen anatomopathologique de pièce d'exérèse de plusieurs structures anatomiques contigües, sans examen des marges ou de recoupe"
ZZQP165,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage d'une structure anatomique, avec prélèvements différenciés"
ZZQP166,"Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire en plusieurs fragments différenciés par le préleveur sur chaque structure anatomique, avec examen des marges ou de recoupe de chaque structure"
ZZQP167,Examen anatomopathologique de prélèvements biopsiques étagés de muqueuse de 2 structures anatomiques
ZZQP168,Examen anatomopathologique de prélèvement biopsique de muqueuse de 5 structures anatomiques ou plus
ZZQP169,"Examen anatomopathologique de pièce d'exérèse de plusieurs structures anatomiques contiguës, avec examen des marges nécessitant un échantillonnage"
ZZQP170,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit de ponction d'une structure anatomique, sur une cible"
ZZQP171,"Examen immunohistochimique de prélèvement tissulaire fixé avec 5 anticorps ou plus, avec quantification du signal"
ZZQP172,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit de ponction de 2 structures anatomiques, sur une cible pour chaque structure"
ZZQP173,Test de détection du génome des papillomavirus humains oncogènes
ZZQP174,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit de ponction de 4 structures anatomiques ou plus, sur une cible pour chaque structure"
ZZQP175,"Examen anatomopathologique extemporané de 2 à 4 prélèvements différenciés de structure anatomique, hors du lieu du prélèvement"
ZZQP176,Examen anatomopathologique de prélèvement biopsique d'une structure anatomique avec cartographie
ZZQP177,"Examen anatomopathologique de fragments de résection endoscopique ou de curetage de plusieurs structures anatomiques, différenciés par le préleveur sur chaque structure"
ZZQP178,"Examen anatomopathologique de pièces d'exérèse de 3 structures anatomiques non contigües, sans examen des marges ou de recoupe"
ZZQP179,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit d'aspiration ou de liquide de ponction, d'émission ou de lavage de plusieurs structures anatomiques, avec prélèvements différenciés sur chaque structure"
ZZQP180,"Examen anatomopathologique de pièces d'exérèse de 2 structures anatomiques non contigües, sans examen des marges ou de recoupe"
ZZQP181,"Examen anatomopathologique de pièces d'exérèse de 4 structures anatomiques non contigües ou plus, sans examen des marges ou de recoupe"
ZZQP183,Examen anatomopathologique de prélèvement biopsique de muqueuse de 2 structures anatomiques
ZZQP184,"Examen anatomopathologique de pièces d'exérèse de plusieurs structures anatomiques non contigües, avec examen des marges nécessitant un échantillonnage"
ZZQP185,"Examen anatomopathologique de pièce d'exérèse bilatérale de plusieurs structures anatomiques contigües paires, avec examen des marges ou de recoupe de chaque structure"
ZZQP186,Examen anatomopathologique par hybridation in situ
ZZQP187,"Examen cytopathologique en phase liquide [technique monocouche] de l'étalement de produit de ponction de plusieurs structures anatomiques, sur plusieurs cibles pour chaque structure"
ZZQP188,"Examen anatomopathologique de pièce d'exérèse d'une structure anatomique, sans examen des marges ou de recoupe"
ZZQP191,"Examen anatomopathologique de pièce d'exérèse bilatérale de plusieurs structures anatomiques contigües paires, sans examen des marges ou de recoupe"
ZZQP192,"Examen anatomopathologique de pièces d'exérèse bilatérale d'une structure anatomique paire en plusieurs fragments différenciés par le préleveur sur chaque structure anatomique, sans examen des marges ou de recoupe"
ZZQP193,"Examen anatomopathologique de pièce d'exérèse d'une structure anatomique, avec examen des marges nécessitant un échantillonnage"
ZZQP195,"Examen immunohistochimique de prélèvement tissulaire fixé avec 1 à 4 anticorps, avec quantification du signal"
GLBP001,"Compression thérapeutique avec inhalation de mélange suroxygéné ou d'oxygène pur à une pression initiale égale ou supérieure à 280 kilopascals [kPa], d'une durée de 3 à 7 heures"
GLBP002,"Compression thérapeutique avec inhalation de mélange suroxygéné ou d'oxygène pur à une pression initiale égale ou supérieure à 280 kilopascals [kPa], d'une durée de 1 à 3 heures"
GLBP003,"Compression thérapeutique avec inhalation de mélange suroxygéné ou d'oxygène pur à une pression initiale égale ou supérieure à 280 kilopascals [kPa], d'une durée de 7 heures ou plus"
GLLD021,"Oxygénothérapie hyperbare avec inhalation d'oxygène pur d'une durée minimale de 60 minutes à une pression de 200 à 280 kilopascals [kPa], chez un patient en ventilation mécanique"
GLLP006,"Oxygénothérapie hyperbare avec inhalation d'oxygène pur d'une durée minimale de 60 minutes à une pression de 200 à 280 kilopascals [kPa] chez un patient en ventilation spontanée, pour affection en dehors de la phase aigüe"
GLLP007,"Oxygénothérapie hyperbare avec inhalation d'oxygène pur d'une durée minimale de 60 minutes à une pression de 200 à 280 kilopascals [kPa] chez un patient en ventilation spontanée, pour affection en phase aigüe"
GLQP017,Épreuve d'oxygénothérapie hyperbare [OHB] avec mesure transcutanée de la pression partielle en oxygène [PtcO2]
HFFA011,"Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité, par laparotomie"
HFFC018,"Gastrectomie longitudinale [Sleeve gastrectomy] pour obésité, par coelioscopie"
HGCA009,"Court-circuit biliopancréatique ou intestinal pour obésité morbide, par laparotomie"
HGCC027,"Court-circuit biliopancréatique ou intestinal pour obésité morbide, par coelioscopie"
KGQP002,"Mesure de la sensibilité à l'insuline avec administration intraveineuse de glucose et d'insuline, avec mesure de la production hépatique de glucose"
KGQP003,Mesure de la sécrétion d'insuline avec administration intraveineuse de glucose
KGQP005,"Mesure de la sensibilité à l'insuline avec administration intraveineuse de glucose et d'insuline, sans mesure de la production hépatique de glucose"
MJDC001,"Ténodèse et/ou résection de la portion articulaire du muscle long biceps brachial, par arthroscopie"
PANH001,"Destruction d'une tumeur osseuse bénigne par agent physique par voie transcutanée, avec guidage scanographique"
YYYY023,Irradiation de contact pour affection maligne
HLQM002,Mesure de l'élasticité du foie par élastographie impulsionnelle ultrasonore
JAFC010,"Néphrectomie totale élargie à la loge rénale avec surrénalectomie, par coelioscopie ou rétropéritonéoscopie"
JAFC019,"Néphrectomie totale élargie à la loge rénale, par coelioscopie ou rétropéritonéoscopie"
JANE002,"Fragmentation intrarénale de calcul caliciel inférieur avec ondes de choc ou laser [Lithotritie intrarénale], par urétéronéphroscopie"
JANE005,"Fragmentation intrarénale de calcul avec ondes de choc ou laser [Lithotritie intrarénale], par urétéronéphroscopie"
JBNE004,"Destruction de tumeur calicielle et/ou pyélique avec laser, par urétéronéphroscopie"
JDDB005,"Soutènement vésical par bandelette synthétique infra-urétrale, par voie transvaginale et par voie transobturatrice"
JDDB007,"Soutènement vésical par bandelette synthétique infra-urétrale, par voie transvaginale et par voie transrétropubienne, avec contrôle endoscopique"
JEGB005,"Ablation de prothèse sphinctérienne ajustable périurétrale chez l'homme, par voie transcutanée"
JEKB006,"Changement de prothèse sphinctérienne ajustable périurétrale chez l'homme, par voie transcutanée avec guidage radiologique"
JELB003,"Pose de prothèse sphinctérienne ajustable périurétrale chez l'homme, par voie transcutanée avec guidage radiologique"
HBLD078,Pose d'une plaque base résine pour guide radiologique préimplantaire dentaire pour 2 arcades
HBLD084,Pose d'une plaque base résine pour guide chirurgical préimplantaire dentaire pour 2 arcades
JJCA003,"Anastomose tubotubaire unilatérale ou bilatérale, par laparotomie"
JJCC002,"Microperforations unilatérales ou bilatérales de l'ovaire, par pélycoscopie [culdoscopie] [coelioscopie transvaginale]"
JJCC003,"Microperforations unilatérales ou bilatérales de l'ovaire, par coelioscopie"
JJCC004,"Anastomose tubotubaire unilatérale ou bilatérale, par coelioscopie"
JKFA033,"Myomectomie de l'utérus, par abord vaginal"
LBLD034,Pose de barre de conjonction entre 2 implants intrabuccaux
LBLD057,Pose de barre de conjonction entre 3 implants intrabuccaux ou plus
YYYY600,Supplément pour archivage numérique d'une mammographie ou d'un examen scanographique ou remnographique
DBLF009,Pose d'une bioprothèse de la valve pulmonaire par voie veineuse transcutanée
DGLF012,"Pose d'endoprothèse fenêtrée ou multibranche dans l'aorte abdominale pour anévrisme complexe, par voie artérielle transcutanée"
EPJB015,"Évacuation de thrombus de veine superficielle des membres ou du cou, par voie transcutanée"
LAQK027,"Radiographie volumique par faisceau conique [cone beam computerized tomography][CBCT] du maxillaire, de la mandibule et/ou d'arcade dentaire"
LDKA900,"remplacement d'un disque intervertébral cervical par prothèse, par cervicotomie"
LFKA001,"remplacement d'un disque intervertébral lombal par prothèse totale, par laparotomie ou lombotomie"
NAQK049,Radiographie de la ceinture pelvienne [du bassin] selon 1 incidence et radiographie bilatérale de l'articulation coxofémorale selon 1 ou 2 incidences par côté
NAQK071,Radiographie de la ceinture pelvienne [du bassin] selon 1 incidence et radiographie unilatérale de l'articulation coxofémorale selon 1 ou 2 incidence
YYYY007,Forfait hebdomadaire de prise en charge d'un patient insuffisant rénal en dialyse péritonéale
ZZQH033,"Scanographie de 3 territoires anatomiques ou plus, avec injection de produit de contraste"
ZZQK024,"Scanographie de 3 territoires anatomiques ou plus, sans injection de produit de contraste"
BGQP140,"Lecture différée d'une rétinographie en couleur, sans la présence du patient"
QEMA020,Reconstruction du sein par lambeau cutanéograisseux libre à pédicule perforant de l'abdomen [lambeau DIEP [deep inferior epigastric perforator]] avec anastomoses vasculaires
HBAA338,Allongement coronaire par gingivectomie sur une dent
HBBD039,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 5 dents"
HBBD098,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 7 dents"
HBBD234,Obturation radiculaire d'une première prémolaire maxillaire  après apexification
HBBD404,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 6 dents"
HBBD427,"Comblement [Scellement] prophylactique des puits, sillons et fissures sur 8 dents"
HBFD150,Exérèse du contenu canalaire non vivant d'une molaire permanente immature
HBFD297,Exérèse du contenu canalaire non vivant d'une première prémolaire maxillaire
HBFD326,Exérèse du contenu canalaire non vivant d'une prémolaire immature autre que la première prémolaire maxillaire
HBFD395,Exérèse du contenu canalaire non vivant d'une première prémolaire maxillaire immature
HBFD458,Exérèse du contenu canalaire non vivant d'une incisive ou d'une canine permanente immature
HBFD474,Exérèse du contenu canalaire non vivant d'une molaire temporaire
HBGD054,Avulsion de 12 dents temporaires sur arcade
HBGD057,Avulsion de 15 dents temporaires sur arcade
HBGD064,Avulsion de 10 dents permanentes sur arcade sans alvéolectomie
HBGD065,Avulsion de 5 dents temporaires sur arcade
HBGD076,Avulsion de 7 dents permanentes sur arcade sans alvéolectomie
HBGD093,Avulsion de 10 dents temporaires sur arcade
HBGD106,Avulsion de 6 dents permanentes sur arcade sans alvéolectomie
HBGD111,Avulsion de 13 dents temporaires sur arcade
HBGD123,Avulsion de 17 dents temporaires sur arcade
HBGD133,Avulsion de 16 dents temporaires sur arcade
HBGD146,Avulsion de 12 dents permanentes sur arcade sans alvéolectomie
HBGD174,Avulsion de 14 dents temporaires sur arcade
HBGD193,Avulsion de 28 dents permanentes sur arcade sans alvéolectomie
HBGD197,Avulsion de 15 dents permanente sur arcade sans alvéolectomie
HBGD201,Avulsion de 20 dents temporaires sur arcade
HBGD233,Désobturation endodontique d'une première prémolaire maxillaire
HBGD235,Avulsion de 23 dents permanentes sur arcade sans alvéolectomie
HBGD245,Avulsion de 31 dents permanentes sur arcade sans alvéolectomie
HBGD247,Avulsion de 14 dents permanentes sur arcade sans alvéolectomie
HBGD258,Avulsion de 21 dents permanentes sur arcade sans alvéolectomie
HBGD261,Avulsion de 17 dents permanentes sur arcade sans alvéolectomie
HBGD263,Avulsion de 8 dents temporaires sur arcade
HBGD278,Avulsion de 20 dents permanentes sur arcade sans alvéolectomie
HBGD280,Avulsion de 9 dents temporaires sur arcade
HBGD282,Avulsion de19 dents temporaires sur arcade
HBGD283,Avulsion de 32 dents permanentes sur arcade sans alvéolectomie
HBGD284,Avulsion de 4 dents temporaires sur arcade
HBGD285,Avulsion de 26 dents permanentes sur arcade sans alvéolectomie
HBGD287,Avulsion de 3 dents permanentes sur arcade avec alvéolectomie
HBGD309,Avulsion de 3 dents temporaires sur arcade
HBGD311,Avulsion de 22 dents permanentes sur arcade sans alvéolectomie
HBGD319,Avulsion de 3 dents permanentes sur arcade sans alvéolectomie
HBGD333,Avulsion de 16 dents permanente sur arcade sans alvéolectomie
HBGD338,Avulsion de 27 dents permanentes sur arcade sans alvéolectomie
HBGD345,Avulsion de 29 dents permanentes sur arcade sans alvéolectomie
HBGD356,Avulsion de 11 dents permanentes sur arcade sans alvéolectomie
HBGD362,Avulsion de 11 dents temporaires sur arcade
HBGD374,Avulsion de 24 dents permanentes sur arcade sans alvéolectomie
HBGD382,Avulsion de 13 dents permanentes sur arcade sans alvéolectomie
HBGD386,Avulsion de 2 prémolaires retenues ou à l'état de germe
HBGD414,Avulsion de 30 dents permanentes sur arcade sans alvéolectomie
HBGD420,Avulsion de 9 dents permanentes sur arcade sans alvéolectomie
HBGD422,Avulsion de 8 dents permanentes sur arcade sans alvéolectomie
HBGD459,Avulsion d'1 prémolaire retenue ou à l'état de germe
HBGD461,Avulsion de 19 dents permanentes sur arcade sans alvéolectomie
HBGD462,Avulsion de 6 dents temporaires sur arcade
HBGD464,Avulsion de 7 dents temporaires sur arcade
HBGD468,Avulsion de 18 dents temporaires sur arcade
HBGD475,Avulsion de 25 dents permanentes sur arcade sans alvéolectomie
HBGD489,Avulsion de 4 dents permanentes sur arcade sans alvéolectomie
HBGD497,Avulsion de 5 dents permanentes sur arcade sans alvéolectomie
